latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,location,place,country,continent,type,timeAdded,timestamp,locationInferred,state,initialPosition,time_utc,time_mmt,state_region,district,township,nearest_city,place_type,distance_km
22.769,93.996,76.7,0.0,,11,177.6,,0.59,us,usp000bu0g,2014-11-07T01:18:10.929Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2003-03-31 07:23:24,2003-03-31 13:53:24,Chin,Hakha,Hakha,Man Taw,village,5.1
20.172,95.109,98.3,4.4,mb,72,81.6,,0.84,us,usp000btx2,2014-11-07T01:18:10.494Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-03-30 13:18:49,2003-03-30 19:48:49,Magway,Magway,Magway,Bo Kone,village,2.5
25.239,95.135,104.4,4.5,mb,69,66.5,,0.74,us,usp000bsy9,2014-11-07T01:18:06.270Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-03-18 08:20:16,2003-03-18 14:50:16,Saigang,Hkamti,Homalin,Hmaing Wei,village,1.3
24.25,94.388,73.2,4.0,mb,21,185.2,,0.83,us,usp000bsp0,2014-11-07T01:18:04.719Z,,Myanmar-India border region,MM,Asia,earthquake,0,0,1,,,2003-03-15 03:59:27,2003-03-15 10:29:27,Saigang,Tamu,Tamu,,village,1.7
23.523,94.26,100.0,4.0,mb,8,197.7,,1.34,us,usp000bsav,2014-11-07T01:18:02.777Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-03-10 03:40:30,2003-03-10 10:10:30,Saigang,Kale,Kale,Chaung Son,village,9.1
20.498,94.532,100.0,0.0,,9,195.4,,0.5,us,usp000brs2,2014-11-07T01:17:57.266Z,,Myanmar,MM,Asia,earthquake,0,0,1,,,2003-03-02 00:28:50,2003-03-02 06:58:50,Magway,Minbu,Salin,In Kyin Pin Hla (East),village,5.2
